id,customer_id,device_fingerprint,device_type,os,first_seen_at,last_seen_at,is_trusted
dev_000589,cust_002618,5f4ecd87fcad4e52,desktop,Android,2026-07-22 09:25:59.182437,2026-08-10 04:55:32.182437,True
dev_000590,cust_006021,485df3f14abd42fd,desktop,iOS,2025-11-06 14:02:11.182437,2026-07-21 00:38:30.182437,True
dev_000591,cust_006021,fa51950cba934855,tablet,macOS,2026-03-17 09:02:35.182437,2026-05-02 15:53:18.182437,True
dev_000592,cust_000151,d45b0785a9ef4ea2,tablet,macOS,2025-09-24 00:31:44.182437,2026-03-12 14:31:21.182437,True
dev_000593,cust_000151,94baa0aef0704d70,mobile,Windows,2025-01-20 14:05:12.182437,2026-01-26 20:49:37.182437,True
dev_000594,cust_009261,583cb87e1df341e2,desktop,Windows,2026-03-01 13:57:16.182437,2026-08-10 05:26:54.182437,True
dev_000595,cust_009261,e321cad513d74e62,tablet,Windows,2024-09-02 14:02:04.182437,2025-03-19 14:57:29.182437,True
dev_000596,cust_001021,db72ed77eb4c48a5,tablet,macOS,2025-06-15 18:20:49.182437,2026-05-15 01:01:30.182437,True
dev_000597,cust_008087,3661021f4b3f4949,tablet,Android,2024-12-01 11:21:25.182437,2025-07-15 02:06:34.182437,True
dev_000598,cust_003506,f74c60cb5ccc41a1,tablet,macOS,2026-04-11 07:30:28.182437,2026-06-10 01:03:23.182437,True
dev_000599,cust_009424,7ffacfdd0da74004,desktop,Android,2024-10-19 20:29:48.182437,2025-11-03 16:43:45.182437,True
dev_000600,cust_002546,6680ac9c9afb4861,desktop,Android,2025-09-25 16:59:28.182437,2026-05-27 12:12:24.182437,True
dev_000601,cust_002546,dc9b6b61a8984f4b,desktop,iOS,2024-10-17 02:20:35.182437,2026-05-03 20:06:18.182437,True
dev_000602,cust_009368,0e641ae35a044d30,tablet,Linux,2026-03-21 21:14:40.182437,2026-06-27 02:04:09.182437,True
dev_000603,cust_006816,38433ae2581b469d,mobile,macOS,2025-08-28 22:01:49.182437,2025-11-17 09:38:46.182437,True
dev_000604,cust_004618,f8ff02a54fbc48de,desktop,Linux,2026-03-02 07:16:30.182437,2026-04-04 16:58:13.182437,True
dev_000605,cust_001191,2414636c17fe40f1,tablet,Android,2024-10-31 13:46:44.182437,2025-02-14 11:34:56.182437,True
dev_000606,cust_003952,d2ab9b12c0954993,tablet,Android,2025-02-03 22:52:24.182437,2026-04-27 12:47:57.182437,True
dev_000607,cust_005884,6d59deb48fa343cb,tablet,Linux,2026-07-05 03:15:17.182437,2026-07-20 14:15:09.182437,True
dev_000608,cust_005884,b9bd95213fde4738,desktop,Linux,2024-12-02 01:02:14.182437,2026-08-04 03:27:16.182437,True
dev_000609,cust_000752,b7cd2742818f4c9f,mobile,macOS,2024-09-16 06:06:20.182437,2026-03-12 22:22:51.182437,True
dev_000610,cust_009922,15cfec2539994a2a,mobile,Android,2026-05-29 09:10:54.182437,2026-08-20 23:50:35.182437,True
dev_000611,cust_000137,df9466e50e8e479c,tablet,iOS,2024-12-14 10:09:58.182437,2025-07-27 06:14:48.182437,True
dev_000612,cust_004031,0397419634d74e1c,desktop,Linux,2026-03-09 17:43:15.182437,2026-04-28 22:43:57.182437,True
dev_000613,cust_004743,7ebfa57e260c4532,desktop,macOS,2026-08-15 16:07:52.182437,2026-08-26 16:14:37.182437,True
dev_000614,cust_004758,b04d6e29a71a477c,desktop,iOS,2026-08-16 04:32:22.182437,2026-08-25 00:13:22.182437,True
dev_000615,cust_003899,e66fd3ad4c2f4a8d,tablet,Windows,2026-06-04 11:27:31.182437,2026-06-15 04:51:21.182437,True
dev_000616,cust_000520,88629e017c8e40cc,desktop,macOS,2026-03-21 22:38:35.182437,2026-06-05 18:54:50.182437,True
dev_000617,cust_003581,b03f03e81dae45ba,desktop,Windows,2024-09-03 05:58:24.182437,2025-07-24 16:16:29.182437,True
dev_000618,cust_007285,a434ca2c55424dee,tablet,Android,2025-10-28 10:45:24.182437,2026-06-09 10:16:20.182437,True
dev_000619,cust_000215,76a52d56a6d44c81,mobile,macOS,2024-11-02 09:47:42.182437,2026-04-18 22:43:08.182437,True
dev_000620,cust_002500,2cb8b6697d4944c1,tablet,Windows,2026-05-26 17:38:59.182437,2026-07-01 17:10:15.182437,True
dev_000621,cust_000360,2aca6a17912f4dff,tablet,macOS,2025-08-05 15:37:59.182437,2026-02-12 13:12:45.182437,True
dev_000622,cust_004820,633fae1d0656477e,tablet,macOS,2026-08-13 19:56:39.182437,2026-08-23 12:40:08.182437,True
dev_000623,cust_009638,654c4afa54764d91,desktop,macOS,2026-08-22 19:57:52.182437,2026-08-27 04:45:37.182437,True
dev_000624,cust_003050,8fdf2c3dd7154348,desktop,macOS,2025-07-31 02:23:33.182437,2026-02-11 14:34:04.182437,True
dev_000625,cust_007264,14052900e7e94e0f,desktop,iOS,2025-09-06 02:21:38.182437,2026-04-12 09:52:25.182437,True
dev_000626,cust_009620,82f82ce39d0d4572,mobile,iOS,2025-05-29 18:42:13.182437,2026-06-22 05:52:33.182437,True
dev_000627,cust_000027,3ed2f5870d0d4acd,tablet,Windows,2026-02-01 02:35:18.182437,2026-03-27 08:29:04.182437,True
dev_000628,cust_001439,84ad4d3e4bd4490b,desktop,Windows,2025-11-27 00:13:57.182437,2026-04-03 23:41:45.182437,True
dev_000629,cust_005910,8cc6361dcd8445bd,desktop,Android,2026-07-13 15:16:56.182437,2026-07-17 01:32:54.182437,True
dev_000630,cust_003767,9cddae7ca2b0469e,desktop,iOS,2025-09-14 03:21:51.182437,2026-01-03 19:13:38.182437,True
dev_000631,cust_004378,101191925e9b472b,tablet,Linux,2025-11-16 23:57:38.182437,2026-06-06 17:11:21.182437,True
dev_000632,cust_007048,8064360b179f4e43,tablet,Android,2025-09-17 07:43:40.182437,2026-05-05 17:32:29.182437,True
dev_000633,cust_006307,2a07505f8d634c8d,tablet,macOS,2025-11-05 09:55:53.182437,2025-12-31 04:17:56.182437,True
dev_000634,cust_009691,9d58d1c834524381,desktop,Windows,2025-08-27 06:45:59.182437,2026-06-10 19:48:01.182437,True
dev_000635,cust_003235,078cc6293c964cdd,mobile,Android,2025-03-31 00:54:38.182437,2025-04-03 21:07:38.182437,True
dev_000636,cust_001310,6c950b9801db4abc,mobile,Linux,2025-07-29 14:59:40.182437,2026-05-06 15:43:18.182437,True
dev_000637,cust_003453,86e313ef59e84db3,mobile,macOS,2026-02-17 12:25:52.182437,2026-08-09 10:02:52.182437,True
dev_000638,cust_006151,ecbc26a1d7a54dd6,mobile,Linux,2025-12-13 11:35:31.182437,2026-07-09 17:25:44.182437,True
dev_000639,cust_001177,dfc5a4f2b5ad4bda,tablet,Android,2025-08-26 19:27:39.182437,2026-05-04 10:36:11.182437,True
dev_000640,cust_000929,9fd3343a493f4313,desktop,Windows,2025-10-11 11:04:31.182437,2025-10-24 22:30:45.182437,True
dev_000641,cust_009449,54758a4dca8d4099,desktop,macOS,2024-10-15 16:29:00.182437,2025-02-01 04:32:33.182437,True
dev_000642,cust_008017,0550a30041834f7a,desktop,macOS,2025-04-22 21:15:51.182437,2025-09-26 21:58:19.182437,True
dev_000643,cust_008017,a545943db8204af6,mobile,Android,2025-11-25 11:42:33.182437,2026-01-27 11:46:31.182437,True
dev_000644,cust_001336,6cc516617efa4360,mobile,Windows,2026-05-12 05:11:59.182437,2026-06-29 05:06:12.182437,True
dev_000645,cust_001336,b29858d2fa394408,mobile,iOS,2024-10-10 22:53:15.182437,2025-12-07 11:31:04.182437,True
dev_000646,cust_002458,58c8c851a00b4141,mobile,Linux,2026-02-20 14:10:37.182437,2026-07-29 23:12:03.182437,True
dev_000647,cust_004799,0375a195895e4910,mobile,Android,2026-07-27 01:37:06.182437,2026-07-28 00:42:29.182437,True
dev_000648,cust_004799,bf676700f6bb4e37,mobile,iOS,2026-07-26 08:30:54.182437,2026-07-31 19:02:56.182437,True
dev_000649,cust_001269,662457cdea904ecd,tablet,Windows,2026-05-12 21:26:09.182437,2026-05-17 01:24:37.182437,True
dev_000650,cust_003748,51dfaf3ef6b34380,desktop,Windows,2025-07-05 19:48:15.182437,2026-07-30 13:25:40.182437,True
dev_000651,cust_006616,7e01cf3d80d14244,desktop,Windows,2025-10-15 19:17:26.182437,2026-05-06 22:39:29.182437,True
dev_000652,cust_004499,28ff926fb1e94632,desktop,Windows,2025-09-19 16:29:10.182437,2025-11-10 12:08:28.182437,True
dev_000653,cust_004499,0947bdb5884e421c,desktop,Windows,2026-02-20 18:29:58.182437,2026-03-22 13:46:00.182437,True
dev_000654,cust_009685,2469f8d37fe24d71,desktop,iOS,2025-11-14 02:44:33.182437,2026-03-27 13:21:10.182437,True
dev_000655,cust_001039,5bb39b7821664a85,desktop,Android,2024-10-25 20:59:18.182437,2025-09-10 22:29:43.182437,True
dev_000656,cust_005135,edc9cbbd47394d84,desktop,Windows,2025-12-14 11:36:43.182437,2026-04-28 00:41:11.182437,True
dev_000657,cust_006271,5c4c5121df674b8c,tablet,Linux,2025-08-17 00:45:28.182437,2025-11-07 00:32:50.182437,True
dev_000658,cust_006271,6c5ca7bdaf864fa3,mobile,macOS,2025-05-02 06:39:45.182437,2026-07-20 11:05:40.182437,True
dev_000659,cust_005082,4b3e145b5b454554,tablet,Android,2026-07-13 00:56:55.182437,2026-08-13 14:26:52.182437,True
dev_000660,cust_004455,c49d408b5d89443b,desktop,iOS,2025-09-22 10:04:27.182437,2026-06-04 11:14:56.182437,True
dev_000661,cust_005900,108d230fdf034515,desktop,Windows,2025-03-04 08:48:10.182437,2026-01-07 01:11:13.182437,True
dev_000662,cust_007017,a157f9642ccc4a5a,tablet,macOS,2025-07-24 06:10:07.182437,2026-02-01 10:50:14.182437,True
dev_000663,cust_007017,828cf91ce0144779,mobile,Linux,2026-01-21 02:32:55.182437,2026-06-08 03:07:41.182437,True
dev_000664,cust_000867,17d61e802b904ad6,tablet,Linux,2026-03-03 16:37:14.182437,2026-05-27 14:52:49.182437,True
dev_000665,cust_007650,a3210f11795543bc,desktop,iOS,2026-01-26 17:35:41.182437,2026-07-25 22:09:27.182437,True
dev_000666,cust_005219,a5f06ee889474fee,tablet,Android,2026-01-18 05:07:58.182437,2026-05-25 05:11:13.182437,True
dev_000667,cust_007095,bc3ec890e2dd49c1,desktop,iOS,2026-02-09 21:16:53.182437,2026-03-29 12:37:10.182437,True
dev_000668,cust_007046,7a116624371f48f5,tablet,Linux,2025-12-07 19:10:00.182437,2026-01-19 20:16:34.182437,True
dev_000669,cust_004567,9be01f661b8c46a5,tablet,macOS,2026-04-22 15:40:54.182437,2026-05-17 16:26:29.182437,True
dev_000670,cust_008672,57443d15a10b434b,desktop,Linux,2025-03-21 14:39:40.182437,2025-11-14 16:35:11.182437,True
dev_000671,cust_009985,c71a380ff3244c0a,desktop,macOS,2026-01-03 01:31:11.182437,2026-03-09 08:31:04.182437,True
dev_000672,cust_009985,4aa42d43928042c2,mobile,macOS,2025-12-01 12:16:17.182437,2026-08-24 03:39:00.182437,True
dev_000673,cust_006171,249cd4edb55a44e7,tablet,Windows,2026-08-25 15:55:22.182437,2026-08-26 11:55:52.182437,True
dev_000674,cust_004392,ff651e6a205144c1,tablet,Windows,2025-07-30 00:07:09.182437,2025-10-28 19:42:53.182437,True
dev_000675,cust_005210,62b2b859789d4b16,tablet,macOS,2025-09-09 15:53:44.182437,2025-11-22 22:22:30.182437,True
dev_000676,cust_001390,607068c88dd34fd2,desktop,Linux,2025-07-31 22:35:26.182437,2025-09-07 16:46:37.182437,True
dev_000677,cust_000100,1083250ad03b44c7,mobile,Android,2024-11-07 00:28:00.182437,2026-03-30 18:09:32.182437,True
dev_000678,cust_005352,44d93c129cd842f2,desktop,iOS,2026-08-21 12:55:09.182437,2026-08-22 05:51:00.182437,True
dev_000679,cust_004974,3b6f69f605d24c8b,tablet,Windows,2026-02-07 16:18:48.182437,2026-03-29 01:58:00.182437,True
dev_000680,cust_002620,156ad0f67bc744fd,mobile,Android,2026-06-09 15:10:30.182437,2026-08-01 01:31:40.182437,True
dev_000681,cust_002620,490ea806093444b9,desktop,Android,2026-01-23 17:09:31.182437,2026-03-03 21:14:05.182437,True
dev_000682,cust_003924,84f98b3b41364ba0,mobile,iOS,2026-08-09 13:04:40.182437,2026-08-28 09:02:26.182437,True
dev_000683,cust_007521,e4a501a7a5534a7c,desktop,iOS,2026-06-28 02:17:59.182437,2026-08-22 15:27:43.182437,True
dev_000684,cust_001596,aec9bea58f96405d,tablet,Windows,2024-09-29 23:13:25.182437,2025-06-30 06:03:01.182437,True
dev_000685,cust_004411,f63d96926ae2422e,desktop,Android,2026-03-19 13:15:20.182437,2026-08-26 23:54:19.182437,True
dev_000686,cust_004065,996b8dd3059a4911,tablet,Windows,2025-04-22 11:07:27.182437,2026-03-12 09:55:03.182437,True
dev_000687,cust_003120,29293dfb54da4a3a,mobile,Android,2026-02-14 15:12:11.182437,2026-02-28 11:29:50.182437,True
dev_000688,cust_003548,15829679dab64948,desktop,Windows,2024-11-09 15:44:50.182437,2025-10-05 18:44:54.182437,True
dev_000689,cust_003548,8f23578b196d458f,mobile,Android,2025-07-11 16:33:30.182437,2025-12-23 11:05:22.182437,True
dev_000690,cust_007336,4b38bc3a90dd4759,desktop,iOS,2026-02-06 11:11:48.182437,2026-08-28 03:52:43.182437,True
dev_000691,cust_008512,59f1178af539444f,desktop,Android,2024-12-27 15:56:21.182437,2026-07-19 01:33:11.182437,True
dev_000692,cust_009000,5d40d40c0361480c,desktop,Android,2024-12-08 21:08:53.182437,2025-08-16 18:54:46.182437,True
dev_000693,cust_004531,33cc095acd3c4e53,tablet,Linux,2025-03-03 15:01:39.182437,2025-05-13 13:47:48.182437,True
dev_000694,cust_007724,0233384f715d4e23,mobile,Android,2025-03-31 12:51:55.182437,2025-05-12 05:03:10.182437,True
dev_000695,cust_007967,773aa2d808c74fb0,desktop,Windows,2026-01-10 08:27:27.182437,2026-05-12 01:16:13.182437,True
dev_000696,cust_004359,710ad7ac409f44e3,tablet,Linux,2026-06-23 22:58:12.182437,2026-07-21 12:18:49.182437,True
dev_000697,cust_005576,89fe6ab1af5b4fa0,tablet,Windows,2024-10-18 16:06:32.182437,2025-02-19 15:44:02.182437,True
dev_000698,cust_003806,fc93f1e23ccd45f2,mobile,Windows,2024-10-15 08:44:39.182437,2025-11-30 10:06:44.182437,True
dev_000699,cust_009138,639ad5530d77457f,mobile,Windows,2025-04-16 20:31:48.182437,2025-05-25 02:59:39.182437,True
dev_000700,cust_000277,f9fee553246d4b74,desktop,Windows,2025-09-11 16:36:05.182437,2025-09-17 07:35:22.182437,True
dev_000701,cust_000277,f5c5239be45949e2,tablet,Linux,2026-04-11 01:03:25.182437,2026-05-22 06:43:04.182437,True
dev_000702,cust_005216,f0ab053f51ec4c34,mobile,Android,2026-03-24 14:16:02.182437,2026-07-02 16:37:52.182437,True
dev_000703,cust_009463,c3552cadc8a44147,tablet,Linux,2024-10-09 18:53:37.182437,2026-01-25 02:43:32.182437,True
dev_000704,cust_009269,ab3c17ab7843408a,desktop,iOS,2026-05-05 07:36:23.182437,2026-06-01 10:43:12.182437,True
dev_000705,cust_007225,c0633791c0764841,desktop,iOS,2025-03-22 14:10:19.182437,2025-11-12 09:04:40.182437,True
dev_000706,cust_008748,db4fddb8c02e44df,mobile,iOS,2026-08-19 11:02:55.182437,2026-08-19 18:03:11.182437,True
dev_000707,cust_008748,fef1cdd66baf4b41,tablet,iOS,2026-08-03 11:31:15.182437,2026-08-26 04:50:49.182437,True
dev_000708,cust_004181,afe81d42009e46b8,mobile,Linux,2025-09-08 20:41:48.182437,2025-11-15 09:28:16.182437,True
dev_000709,cust_001743,18b38dfa3ce74de1,tablet,Windows,2025-02-27 18:19:45.182437,2026-08-27 11:49:19.182437,True
dev_000710,cust_004571,479c8c9d95e442da,mobile,Android,2026-02-15 06:42:25.182437,2026-08-24 04:10:26.182437,True
dev_000711,cust_001965,c96b2ba08e5b49b7,tablet,Android,2025-09-01 11:34:43.182437,2026-03-10 14:13:29.182437,True
dev_000712,cust_009500,3ea44ca5c20e4ab0,desktop,Windows,2025-08-02 12:57:20.182437,2026-02-18 08:32:17.182437,True
dev_000713,cust_007934,68d83f96128e479e,desktop,iOS,2025-08-06 04:01:35.182437,2026-01-23 02:29:03.182437,True
dev_000714,cust_005262,3857c1d0e7454b44,desktop,Windows,2024-12-05 14:48:10.182437,2025-12-10 04:38:31.182437,True
dev_000715,cust_001068,4cc48bb236c041a2,desktop,Windows,2025-02-19 17:03:39.182437,2025-10-18 11:35:36.182437,True
dev_000716,cust_006511,8e896b983ea542d3,mobile,Windows,2025-11-04 17:14:23.182437,2026-05-05 12:44:21.182437,True
dev_000717,cust_006896,a029e71e06884528,mobile,Android,2026-08-27 00:33:13.182437,2026-08-28 04:55:33.182437,True
dev_000718,cust_001030,cecbeacb1899441b,desktop,iOS,2025-07-10 07:58:44.182437,2026-03-31 02:18:50.182437,True
dev_000719,cust_006331,5b2f25e6451f423b,tablet,Android,2026-07-22 01:34:06.182437,2026-08-19 05:25:52.182437,True
dev_000720,cust_008822,174e4b4916dc4704,tablet,Android,2025-02-13 10:19:29.182437,2026-05-31 01:39:36.182437,True
dev_000721,cust_003137,63da108005de416a,mobile,macOS,2025-03-23 13:37:06.182437,2025-05-02 04:24:26.182437,True
dev_000722,cust_005610,71ae5121e5b84962,mobile,iOS,2026-06-06 04:51:42.182437,2026-07-09 18:30:27.182437,True
dev_000723,cust_000709,4655e4bb11b24e9a,tablet,iOS,2024-10-13 11:38:51.182437,2025-03-23 19:20:45.182437,True
dev_000724,cust_008286,b4e68022facb408d,desktop,Android,2026-07-16 22:17:34.182437,2026-08-16 19:58:16.182437,True
dev_000725,cust_002955,6a23365867df408f,tablet,iOS,2025-03-10 14:24:00.182437,2026-02-12 18:24:28.182437,True
dev_000726,cust_002955,3503cd5ace4a454e,desktop,Linux,2024-12-29 04:04:40.182437,2026-07-27 14:36:45.182437,True
dev_000727,cust_009170,487197b98df84651,tablet,Windows,2025-10-21 21:00:36.182437,2026-05-05 16:55:41.182437,True
dev_000728,cust_008316,febf4a5fd00a4878,desktop,macOS,2025-01-16 07:07:51.182437,2026-01-18 19:21:56.182437,True
dev_000729,cust_000544,06c43d3eadb840d9,mobile,Linux,2025-01-22 12:24:56.182437,2025-03-17 18:54:03.182437,True
dev_000730,cust_007467,ee752c98e5e44b55,mobile,Linux,2026-06-05 11:40:05.182437,2026-08-28 10:57:25.182437,True
dev_000731,cust_002523,5313faf9b1b54b72,mobile,Android,2025-12-10 15:31:40.182437,2026-06-03 09:06:24.182437,True
dev_000732,cust_002523,9428435495774160,mobile,Linux,2026-08-12 12:52:53.182437,2026-08-15 04:45:09.182437,True
dev_000733,cust_003552,56ed9c7d419d43d5,desktop,Windows,2024-12-21 17:52:47.182437,2026-04-01 08:31:08.182437,True
dev_000734,cust_003552,5ebde605ed794517,tablet,Windows,2025-03-05 01:17:28.182437,2025-11-04 18:24:08.182437,True
dev_000735,cust_004390,c85cc11f3edf46b5,tablet,iOS,2025-08-22 13:47:49.182437,2026-08-26 02:30:43.182437,True
dev_000736,cust_002864,25616409d3f34494,mobile,iOS,2025-04-09 07:39:52.182437,2025-06-17 21:24:43.182437,True
dev_000737,cust_006597,9d9c4432871540eb,tablet,Android,2025-07-22 02:07:50.182437,2025-12-06 18:46:56.182437,True
dev_000738,cust_003630,2157c848bd0f4849,tablet,macOS,2024-09-23 20:31:49.182437,2026-07-21 00:30:57.182437,True
dev_000739,cust_005700,1b670a8678d44239,tablet,Windows,2026-01-18 07:20:17.182437,2026-02-21 19:24:38.182437,True
dev_000740,cust_006126,aec9eeeafce54381,mobile,Windows,2024-10-03 09:06:19.182437,2026-07-13 06:58:44.182437,True
dev_000741,cust_007679,70087d044bcf4ded,mobile,macOS,2025-03-12 01:13:15.182437,2025-09-23 03:39:33.182437,True
dev_000742,cust_008385,446960b584634aba,mobile,macOS,2026-07-10 14:22:02.182437,2026-08-05 12:37:43.182437,True
dev_000743,cust_002724,ce58741be73a40d5,desktop,Android,2025-04-11 02:07:46.182437,2025-08-13 15:36:25.182437,True
dev_000744,cust_003605,f2ff3664cbec40e7,tablet,macOS,2026-04-02 07:56:05.182437,2026-07-25 13:19:45.182437,True
dev_000745,cust_007389,5b42b3abb4c84096,desktop,Android,2024-11-08 22:07:00.182437,2025-03-10 07:56:54.182437,True
dev_000746,cust_004363,819095271380499f,tablet,iOS,2026-02-15 17:07:04.182437,2026-06-18 08:18:37.182437,True
dev_000747,cust_009120,7060667c6f844e16,desktop,Android,2024-10-11 13:08:32.182437,2025-02-16 19:45:40.182437,True
dev_000748,cust_002269,7052e0573b1e45ba,desktop,macOS,2026-08-13 05:27:51.182437,2026-08-25 08:52:00.182437,True
dev_000749,cust_001909,627e1239f05c40d7,desktop,Android,2025-03-02 09:05:32.182437,2026-02-24 01:57:30.182437,True
dev_000750,cust_001909,0402e7f7405e442a,mobile,Linux,2025-09-27 19:28:08.182437,2026-03-20 00:50:18.182437,True
dev_000751,cust_009147,a091e4d2853c4553,tablet,Windows,2026-08-14 16:44:23.182437,2026-08-26 09:45:37.182437,True
dev_000752,cust_009452,c6d1d2121a364c99,mobile,Linux,2024-11-19 10:07:36.182437,2025-05-07 23:31:13.182437,True
dev_000753,cust_009452,740bcce0b91c4579,tablet,Windows,2025-01-22 01:26:22.182437,2025-07-10 10:08:11.182437,True
dev_000754,cust_007711,3c0fb11fefa241b6,mobile,iOS,2024-09-28 10:26:13.182437,2025-12-29 03:34:51.182437,True
dev_000755,cust_005008,f76b9e4d02e9449e,mobile,macOS,2024-10-01 11:02:54.182437,2025-03-14 21:32:29.182437,True
dev_000756,cust_006051,ab87a61382d44c1b,mobile,Windows,2026-01-03 07:24:16.182437,2026-07-22 02:41:45.182437,True
dev_000757,cust_009340,1e4c6c74c0e74086,desktop,macOS,2026-03-19 10:55:04.182437,2026-06-14 01:10:09.182437,True
dev_000758,cust_005455,0201c3d8e7de4802,desktop,Windows,2026-07-16 22:24:53.182437,2026-08-05 11:20:46.182437,True
dev_000759,cust_002530,93709fc816b54f26,tablet,macOS,2025-06-11 21:30:35.182437,2025-09-13 13:34:23.182437,True
dev_000760,cust_005607,f54b7f6a3c0047b0,mobile,Linux,2025-09-05 03:32:55.182437,2026-05-18 17:12:22.182437,True
dev_000761,cust_004365,6d80bf746db143e7,desktop,iOS,2025-04-25 19:39:31.182437,2025-10-30 06:21:41.182437,True
dev_000762,cust_005306,a8746fe3ed6a4dc3,desktop,macOS,2025-04-10 11:05:44.182437,2026-08-18 19:06:07.182437,True
dev_000763,cust_003119,df84b1a79cc74901,mobile,Android,2025-02-12 23:55:45.182437,2026-08-19 19:41:04.182437,True
dev_000764,cust_008888,226cc99631dc4a2f,desktop,Windows,2025-04-08 17:05:57.182437,2026-08-25 10:09:00.182437,True
dev_000765,cust_009081,e6f2193e68f8497b,tablet,macOS,2026-05-03 13:23:16.182437,2026-08-14 03:43:58.182437,True
dev_000766,cust_006278,1f2cff19fc3848f8,mobile,Windows,2025-04-07 03:53:03.182437,2025-11-23 14:31:04.182437,True
dev_000767,cust_006548,b3007cb3b693403c,desktop,Android,2026-04-02 04:30:03.182437,2026-06-05 19:54:46.182437,True
dev_000768,cust_003704,e256fdf0b3bc4b26,desktop,Windows,2024-11-30 19:28:51.182437,2025-12-20 08:26:50.182437,True
dev_000769,cust_009034,1a5f5c6f73d441ae,desktop,iOS,2025-02-03 05:19:31.182437,2026-03-09 23:32:06.182437,True
dev_000770,cust_009034,ce30bb4c629b43a7,mobile,macOS,2025-06-09 09:23:14.182437,2026-04-12 21:11:12.182437,True
dev_000771,cust_000928,a68bdc8469914b9e,tablet,macOS,2025-11-13 14:57:55.182437,2026-04-02 00:51:30.182437,True
dev_000772,cust_009591,a369551f518e4433,tablet,Windows,2026-02-26 06:57:59.182437,2026-08-22 14:24:35.182437,True
dev_000773,cust_003484,f7b6c75c36614d33,desktop,Windows,2025-11-22 04:39:43.182437,2026-05-01 03:17:55.182437,True
dev_000774,cust_007961,17f61a7381944bda,mobile,Android,2024-09-07 13:15:36.182437,2026-03-09 09:44:02.182437,True
dev_000775,cust_007961,998a596fcc414af5,desktop,Windows,2025-02-14 19:21:34.182437,2025-06-13 23:48:15.182437,True
dev_000776,cust_000864,341afda354314227,tablet,macOS,2025-01-17 09:16:47.182437,2026-08-12 15:32:45.182437,True
dev_000777,cust_003781,9da5c79432704208,tablet,Windows,2025-03-28 01:34:39.182437,2026-08-05 04:05:22.182437,True
dev_000778,cust_000621,d7accc7cf7494618,mobile,iOS,2024-12-15 05:55:04.182437,2026-02-26 06:46:33.182437,True
dev_000779,cust_005641,7688228e4adf41be,mobile,Android,2024-12-30 20:18:45.182437,2025-09-10 02:39:17.182437,True
dev_000780,cust_004243,53ae96c8a7784d20,tablet,Windows,2024-11-08 16:05:09.182437,2025-07-29 14:23:49.182437,True
dev_000781,cust_009286,695f6e621527432a,desktop,Linux,2025-05-30 01:00:12.182437,2026-03-12 01:58:53.182437,True
dev_000782,cust_009286,7e2b9ae4e64b4784,tablet,Android,2026-06-11 13:40:44.182437,2026-07-25 13:36:58.182437,True
dev_000783,cust_005591,6b49c9bd728b4f73,mobile,Android,2026-01-08 18:35:52.182437,2026-07-16 00:04:35.182437,True
dev_000784,cust_005379,0e5d9b799ba944f5,desktop,iOS,2025-07-02 17:31:17.182437,2026-01-30 18:54:17.182437,True
dev_000785,cust_004800,fa6e81bce56743b8,desktop,Android,2024-10-22 04:45:29.182437,2025-09-20 21:53:50.182437,True
dev_000786,cust_005166,f61033fafa3b4f80,mobile,iOS,2025-04-24 02:59:51.182437,2025-09-14 17:30:45.182437,True
dev_000787,cust_002206,e8f2772001034b00,desktop,iOS,2025-12-22 10:01:47.182437,2026-07-22 02:56:48.182437,True
dev_000788,cust_006254,279c1bedf5b04217,mobile,macOS,2024-10-27 22:32:59.182437,2025-02-25 12:43:23.182437,True
dev_000789,cust_005358,ec097cdf16b94d61,tablet,Linux,2025-01-14 17:53:26.182437,2025-05-05 14:49:22.182437,True
dev_000790,cust_002312,6fdd8c9babfd4881,mobile,Linux,2024-12-01 09:52:40.182437,2026-07-29 14:31:58.182437,True
dev_000791,cust_005817,5402946cb1e24368,desktop,Android,2025-01-31 08:24:35.182437,2025-09-30 05:16:27.182437,True
dev_000792,cust_003518,90ab49be66bb49a6,tablet,Android,2026-07-22 23:30:13.182437,2026-08-21 09:40:26.182437,True
dev_000793,cust_005696,5065c98640b149d9,mobile,Linux,2024-12-25 11:11:13.182437,2026-05-04 23:38:55.182437,True
dev_000794,cust_005696,66b04ce27aa543a0,mobile,iOS,2025-06-11 14:08:17.182437,2026-02-03 23:09:29.182437,True
dev_000795,cust_000350,ce07d5e040cb4176,desktop,Android,2025-11-12 18:10:09.182437,2026-06-17 01:42:36.182437,True
dev_000796,cust_004839,dea5062b7ce043d2,mobile,macOS,2025-03-18 22:35:20.182437,2026-02-17 21:18:24.182437,True
dev_000797,cust_009223,99a852392cf740d5,tablet,Linux,2026-02-05 12:02:19.182437,2026-06-13 01:08:54.182437,True
dev_000798,cust_003094,c2a5dec0498e4e28,tablet,iOS,2025-01-29 15:46:49.182437,2026-03-29 13:40:12.182437,True
dev_000799,cust_003094,5ef1d47ef83541f1,tablet,Android,2025-08-27 03:22:28.182437,2026-05-10 03:51:04.182437,True
dev_000800,cust_000446,26c4023dfec94612,desktop,macOS,2026-01-20 12:01:34.182437,2026-06-25 23:05:16.182437,True
dev_000801,cust_007207,59ceae28af504cb6,tablet,Linux,2025-08-19 10:15:31.182437,2025-08-28 18:23:42.182437,True
dev_000802,cust_009149,319391cd27d9418a,desktop,Linux,2024-10-06 19:51:34.182437,2025-02-04 20:43:24.182437,True
