id,name,category,mcc,country,risk_rating,avg_ticket_size,created_at
merch_00247,Bawa Group Restaurants,Restaurants,5812,IN,low,1362.57,2023-08-09 00:57:38.182437
merch_00248,Mukhopadhyay-Bobal Gambling/Gaming,Gambling/Gaming,7995,IN,medium,2281.08,2026-01-15 11:35:28.182437
merch_00249,Vig-Shah Fuel,Fuel,5541,IN,low,654.5,2025-07-14 08:32:54.182437
merch_00250,Chander and Sons Digital Goods,Digital Goods,5815,IN,low,1250.27,2023-06-07 08:58:21.182437
merch_00251,Arya Group Insurance,Insurance,6300,IN,low,1332.28,2023-08-09 23:59:53.182437
merch_00252,"Balan, Venkataraman and Sankaran Education",Education,8220,IN,low,689.27,2023-01-05 00:33:51.182437
merch_00253,"Tara, Raval and Zachariah Fuel",Fuel,5541,IN,low,786.32,2025-05-20 00:31:00.182437
merch_00254,"Krish, Kumer and Morar Jewelry",Jewelry,5944,IN,medium,569.21,2023-04-03 03:42:32.182437
merch_00255,Date and Sons Jewelry,Jewelry,5944,IN,low,163.03,2022-11-09 08:36:44.182437
merch_00256,Ratta and Sons Fashion,Fashion,5651,IN,low,594.36,2022-09-30 05:26:18.182437
merch_00257,"Doshi, Patel and Shenoy Insurance",Insurance,6300,IN,low,1502.48,2026-03-08 05:31:10.182437
merch_00258,Dugal-Munshi Travel,Travel,4722,IN,low,812.72,2025-03-26 18:02:34.182437
merch_00259,"Shere, Dube and Kapadia Utilities",Utilities,4900,IN,low,1259.64,2024-04-30 04:37:26.182437
merch_00260,"Tailor, Malhotra and Rastogi Travel",Travel,4722,IN,low,1398.33,2026-05-30 12:07:58.182437
merch_00261,Ramachandran-Setty Crypto/Forex,Crypto/Forex,6051,IN,high,1114.32,2023-01-17 13:46:14.182437
merch_00262,Bhavsar-Salvi Entertainment,Entertainment,7832,IN,low,2256.45,2023-05-02 02:21:56.182437
merch_00263,Bhardwaj Ltd Groceries,Groceries,5411,IN,low,4757.56,2024-09-21 18:15:44.182437
merch_00264,Choudhry-Varty Fashion,Fashion,5651,IN,low,600.26,2023-04-30 14:40:26.182437
merch_00265,Bali Inc Digital Goods,Digital Goods,5815,IN,low,2579.55,2023-03-21 07:06:01.182437
merch_00266,"Salvi, Nanda and Shukla Electronics",Electronics,5732,IN,low,692.42,2023-12-11 22:56:47.182437
merch_00267,Trivedi-Borra Groceries,Groceries,5411,IN,low,1727.43,2024-05-23 10:24:26.182437
merch_00268,Sha-Mander Entertainment,Entertainment,7832,IN,low,421.96,2024-12-18 01:35:36.182437
merch_00269,Bhat and Sons Insurance,Insurance,6300,IN,low,1635.58,2025-12-06 12:19:22.182437
merch_00270,Dara PLC Travel,Travel,4722,IN,low,964.9,2023-03-02 23:13:14.182437
merch_00271,Pingle Group Fuel,Fuel,5541,IN,low,945.51,2025-07-28 02:08:48.182437
merch_00272,"Sunder, Bawa and Mannan Restaurants",Restaurants,5812,IN,low,1499.66,2025-03-03 19:43:43.182437
merch_00273,Saini-Sahni Travel,Travel,4722,IN,low,543.04,2026-06-27 14:58:47.182437
merch_00274,Deol Group Utilities,Utilities,4900,IN,low,539.71,2024-04-14 21:00:25.182437
merch_00275,Misra Ltd Digital Goods,Digital Goods,5815,IN,low,996.25,2026-04-24 07:07:51.182437
merch_00276,Ahuja PLC Education,Education,8220,IN,low,2533.76,2022-09-06 10:57:20.182437
merch_00277,Lata-Mitra Utilities,Utilities,4900,IN,low,1016.86,2023-08-08 12:33:57.182437
merch_00278,Garg Ltd Travel,Travel,4722,IN,low,4821.41,2026-02-22 15:56:38.182437
merch_00279,Sur-Pant Fuel,Fuel,5541,IN,low,5738.97,2025-11-09 05:06:10.182437
merch_00280,"Kata, Bath and Dara Electronics",Electronics,5732,IN,low,1240.74,2023-07-30 10:45:44.182437
merch_00281,"Bhandari, Comar and Amble Groceries",Groceries,5411,IN,low,3770.26,2026-03-25 02:29:29.182437
merch_00282,"Borra, Narayanan and Dhar Restaurants",Restaurants,5812,IN,low,616.2,2025-02-25 15:41:04.182437
merch_00283,Kumar-Desai Travel,Travel,4722,IN,low,1354.64,2024-10-14 15:45:43.182437
merch_00284,Venkatesh-Kibe Electronics,Electronics,5732,IN,low,1549.22,2023-12-12 00:14:47.182437
merch_00285,"Naik, Banik and Kurian Jewelry",Jewelry,5944,IN,medium,1990.5,2026-02-25 15:24:40.182437
merch_00286,Sani and Sons Fuel,Fuel,5541,IN,low,354.23,2022-09-10 13:13:14.182437
merch_00287,"Mallick, Tella and Narasimhan Travel",Travel,4722,IN,low,1476.27,2023-04-21 16:16:40.182437
merch_00288,"Dixit, Salvi and Palla Electronics",Electronics,5732,IN,low,3064.1,2024-06-09 01:55:36.182437
merch_00289,Bir PLC Groceries,Groceries,5411,IN,low,145.99,2025-07-07 18:45:52.182437
merch_00290,Pradhan Inc Digital Goods,Digital Goods,5815,IN,low,651.87,2025-02-10 06:01:07.182437
merch_00291,Khalsa-Suresh Restaurants,Restaurants,5812,IN,low,3112.05,2025-05-24 14:32:19.182437
merch_00292,Taneja Ltd Restaurants,Restaurants,5812,IN,low,796.73,2023-07-24 12:59:53.182437
merch_00293,Comar Group Fuel,Fuel,5541,IN,low,1440.06,2025-04-17 08:03:37.182437
merch_00294,"Deshpande, Chaudhary and Parmer Restaurants",Restaurants,5812,IN,low,1767.45,2024-09-28 00:44:18.182437
merch_00295,Pradhan LLC Digital Goods,Digital Goods,5815,IN,low,654.13,2025-03-24 13:55:11.182437
merch_00296,Bhardwaj-Biswas Electronics,Electronics,5732,IN,low,470.42,2022-09-01 23:06:43.182437
merch_00297,"Borra, Karpe and Datta Electronics",Electronics,5732,IN,low,1110.27,2025-05-29 11:37:56.182437
merch_00298,Bajwa Ltd Electronics,Electronics,5732,IN,low,2717.16,2023-06-11 07:04:25.182437
merch_00299,"Puri, Chander and Swamy Crypto/Forex",Crypto/Forex,6051,IN,high,1484.99,2024-02-11 09:42:21.182437
merch_00300,Memon-Nayak Utilities,Utilities,4900,IN,low,481.25,2023-01-31 06:00:46.182437
merch_00301,Kaul PLC Utilities,Utilities,4900,IN,low,2282.25,2023-04-13 21:54:24.182437
merch_00302,"Nagy, Char and Nagar Travel",Travel,4722,IN,low,506.2,2026-03-29 06:35:20.182437
merch_00303,Raj Group Fuel,Fuel,5541,IN,low,1733.19,2024-04-05 17:54:13.182437
merch_00304,Tata LLC Crypto/Forex,Crypto/Forex,6051,IN,high,1156.51,2023-11-08 22:13:20.182437
merch_00305,"Kulkarni, Majumdar and Mittal Crypto/Forex",Crypto/Forex,6051,IN,high,913.4,2024-11-05 10:07:58.182437
merch_00306,Garg-Nayak Crypto/Forex,Crypto/Forex,6051,IN,medium,1065.76,2025-03-18 08:45:45.182437
merch_00307,"Borde, Majumdar and Ben Fashion",Fashion,5651,IN,low,1182.53,2022-09-02 13:51:52.182437
merch_00308,"Sarkar, Palla and Raghavan Crypto/Forex",Crypto/Forex,6051,IN,high,1268.58,2025-04-21 11:00:17.182437
merch_00309,Borah-Memon Pharmacy,Pharmacy,5912,IN,low,1550.76,2026-06-25 13:25:57.182437
merch_00310,"Kapadia, Yogi and Zachariah Travel",Travel,4722,IN,low,2524.9,2023-08-17 05:51:37.182437
merch_00311,Sawhney-Kalita Electronics,Electronics,5732,IN,low,4110.67,2023-11-16 12:13:31.182437
merch_00312,"Edwin, Andra and Dara Pharmacy",Pharmacy,5912,IN,low,1303.71,2025-12-22 21:11:11.182437
merch_00313,Sangha Ltd Fuel,Fuel,5541,IN,low,2335.42,2025-10-02 01:08:35.182437
merch_00314,Kannan Group Pharmacy,Pharmacy,5912,IN,low,1419.8,2023-08-02 03:52:18.182437
merch_00315,Dey and Sons Travel,Travel,4722,IN,low,1015.33,2025-10-26 19:33:39.182437
merch_00316,"Desai, Dada and Gill Restaurants",Restaurants,5812,IN,low,1607.07,2023-01-05 10:53:15.182437
merch_00317,Walla LLC Utilities,Utilities,4900,IN,low,350.97,2025-06-05 21:10:09.182437
merch_00318,Kanda-Verma Gambling/Gaming,Gambling/Gaming,7995,IN,high,580.1,2025-12-26 07:21:12.182437
merch_00319,Chawla Inc Jewelry,Jewelry,5944,IN,medium,446.06,2023-11-15 06:44:26.182437
merch_00320,Sagar and Sons Fuel,Fuel,5541,IN,low,1542.1,2024-04-06 04:01:39.182437
merch_00321,Dubey LLC Fashion,Fashion,5651,IN,low,193.58,2024-07-14 23:21:16.182437
merch_00322,Muni-Nagi Crypto/Forex,Crypto/Forex,6051,IN,medium,400.73,2023-09-14 10:51:09.182437
merch_00323,Kapur and Sons Entertainment,Entertainment,7832,IN,low,250.83,2022-09-18 17:16:32.182437
merch_00324,"Ravel, Vohra and Behl Pharmacy",Pharmacy,5912,IN,low,1322.17,2025-10-22 10:48:14.182437
merch_00325,"Parmer, Vig and Barman Groceries",Groceries,5411,IN,low,900.88,2025-04-11 00:49:32.182437
merch_00326,Parmar and Sons Fashion,Fashion,5651,IN,low,1071.77,2025-11-17 14:54:14.182437
merch_00327,Kalla-Madan Fuel,Fuel,5541,IN,low,1735.44,2023-06-29 22:38:13.182437
merch_00328,"Saini, Ramaswamy and Vohra Gambling/Gaming",Gambling/Gaming,7995,IN,high,1224.4,2023-02-07 22:56:18.182437
merch_00329,"Chakrabarti, Handa and Chhabra Insurance",Insurance,6300,IN,low,981.23,2023-01-01 11:16:56.182437
merch_00330,Nair-Tara Gambling/Gaming,Gambling/Gaming,7995,IN,high,188.15,2024-10-12 20:34:22.182437
merch_00331,Mall Ltd Utilities,Utilities,4900,IN,low,1737.76,2024-06-13 07:49:56.182437
merch_00332,Gaba-Bava Crypto/Forex,Crypto/Forex,6051,IN,high,171.86,2022-11-28 12:03:13.182437
merch_00333,"Nagi, Toor and Gill Fuel",Fuel,5541,IN,low,1492.77,2023-05-31 09:38:53.182437
merch_00334,More LLC Gambling/Gaming,Gambling/Gaming,7995,IN,high,7496.35,2026-06-22 03:52:48.182437
merch_00335,Koshy LLC Pharmacy,Pharmacy,5912,IN,low,1950.02,2024-06-09 05:47:25.182437
merch_00336,Uppal Group Groceries,Groceries,5411,IN,low,748.08,2023-03-11 23:23:28.182437
merch_00337,Sood-Nayar Electronics,Electronics,5732,IN,low,2456.95,2025-12-29 06:41:46.182437
merch_00338,Brar-Rao Digital Goods,Digital Goods,5815,IN,low,4557.11,2023-01-11 04:42:45.182437
merch_00339,Wadhwa Inc Education,Education,8220,IN,low,2740.93,2025-08-21 15:04:13.182437
merch_00340,Morar-Issac Gambling/Gaming,Gambling/Gaming,7995,IN,medium,3358.49,2024-12-27 04:17:21.182437
merch_00341,Bhargava Group Electronics,Electronics,5732,IN,low,613.33,2024-05-22 16:05:05.182437
merch_00342,Madan-Chaudhry Gambling/Gaming,Gambling/Gaming,7995,IN,medium,918.1,2025-09-23 08:32:35.182437
merch_00343,Dua PLC Digital Goods,Digital Goods,5815,IN,low,2159.63,2023-03-22 21:15:28.182437
merch_00344,"Choudhary, Mahajan and Bobal Restaurants",Restaurants,5812,IN,low,1201.57,2022-12-15 07:58:49.182437
merch_00345,"Saran, Cheema and Cherian Gambling/Gaming",Gambling/Gaming,7995,IN,medium,570.62,2024-09-11 00:32:42.182437
merch_00346,"Shan, Pillai and Badami Gambling/Gaming",Gambling/Gaming,7995,IN,high,1973.35,2024-07-16 01:42:34.182437
merch_00347,Keer Ltd Electronics,Electronics,5732,IN,low,2154.03,2024-04-20 23:36:46.182437
merch_00348,Ramachandran-Dhingra Gambling/Gaming,Gambling/Gaming,7995,IN,high,1016.94,2025-05-08 11:41:54.182437
merch_00349,"Balay, Parmar and Bumb Utilities",Utilities,4900,IN,low,491.9,2023-07-13 10:28:37.182437
merch_00350,Bedi Ltd Fuel,Fuel,5541,IN,low,883.03,2023-09-16 00:34:03.182437
merch_00351,Jayaraman LLC Travel,Travel,4722,IN,low,941.61,2023-04-21 14:13:19.182437
merch_00352,"Bedi, Mital and Mall Restaurants",Restaurants,5812,IN,low,1426.12,2025-07-27 05:57:04.182437
merch_00353,"Deol, Bhardwaj and Chadha Entertainment",Entertainment,7832,IN,low,416.12,2023-03-08 23:54:15.182437
merch_00354,Kalla PLC Jewelry,Jewelry,5944,IN,low,1128.31,2023-04-28 00:42:43.182437
merch_00355,Gola-Ranganathan Groceries,Groceries,5411,IN,low,829.61,2026-05-10 17:05:27.182437
merch_00356,Luthra-Sarkar Travel,Travel,4722,IN,low,1988.79,2024-04-08 19:38:38.182437
merch_00357,"Naik, Boase and Dugar Education",Education,8220,IN,low,9934.85,2025-05-13 09:03:27.182437
merch_00358,Desai Group Jewelry,Jewelry,5944,IN,medium,1485.84,2025-05-31 00:41:12.182437
merch_00359,Nadkarni-Jani Jewelry,Jewelry,5944,IN,low,1240.61,2023-08-07 13:25:48.182437
merch_00360,"Bhandari, Buch and Mallick Insurance",Insurance,6300,IN,low,1711.54,2024-10-11 08:17:40.182437
merch_00361,"Dugal, Kaur and Kumar Groceries",Groceries,5411,IN,low,2197.87,2023-01-05 21:25:29.182437
merch_00362,Parmar Ltd Fashion,Fashion,5651,IN,low,58.82,2026-04-04 16:04:21.182437
merch_00363,Sheth Inc Travel,Travel,4722,IN,low,1232.48,2025-03-28 13:46:53.182437
merch_00364,Bumb Group Fashion,Fashion,5651,IN,low,2384.43,2023-06-24 21:35:45.182437
merch_00365,"Padmanabhan, Banerjee and Oommen Electronics",Electronics,5732,IN,low,278.3,2022-10-30 23:08:10.182437
merch_00366,Sarma-Vig Electronics,Electronics,5732,IN,low,1476.67,2025-11-01 08:12:21.182437
merch_00367,Kunda Group Restaurants,Restaurants,5812,IN,low,2549.25,2024-08-03 08:02:09.182437
merch_00368,"Krishna, Devi and Trivedi Education",Education,8220,IN,low,4456.9,2024-02-03 17:32:44.182437
merch_00369,"Sengupta, Natarajan and Basu Pharmacy",Pharmacy,5912,IN,low,1593.59,2023-09-15 09:02:48.182437
merch_00370,Balasubramanian-Mitter Digital Goods,Digital Goods,5815,IN,medium,1978.36,2025-01-22 20:02:08.182437
merch_00371,"Goel, Prasad and Sood Insurance",Insurance,6300,IN,low,1837.82,2025-08-16 08:12:29.182437
merch_00372,Chana and Sons Travel,Travel,4722,IN,low,351.3,2026-05-18 00:11:57.182437
merch_00373,"Dara, Thaman and Gara Restaurants",Restaurants,5812,IN,low,5617.68,2025-08-25 21:26:29.182437
merch_00374,Bansal Ltd Crypto/Forex,Crypto/Forex,6051,IN,medium,1694.86,2023-04-09 05:10:34.182437
merch_00375,Oak LLC Fashion,Fashion,5651,IN,low,1095.35,2024-07-09 03:58:38.182437
merch_00376,Panchal-Saran Fuel,Fuel,5541,IN,low,3109.97,2025-03-17 22:55:25.182437
merch_00377,Setty Inc Gambling/Gaming,Gambling/Gaming,7995,IN,high,699.42,2026-04-13 10:51:15.182437
merch_00378,Agate Inc Utilities,Utilities,4900,IN,low,1867.12,2024-04-11 01:16:47.182437
merch_00379,"Kapadia, Bhatti and Butala Digital Goods",Digital Goods,5815,IN,low,1015.2,2024-09-11 11:15:28.182437
merch_00380,Purohit Ltd Pharmacy,Pharmacy,5912,IN,low,676.55,2024-12-08 10:23:09.182437
merch_00381,Nagar Inc Crypto/Forex,Crypto/Forex,6051,IN,medium,1330.27,2024-09-30 07:54:24.182437
merch_00382,"Kanda, Salvi and Edwin Gambling/Gaming",Gambling/Gaming,7995,IN,high,1478.26,2026-01-25 18:22:16.182437
merch_00383,Parikh-Sarma Gambling/Gaming,Gambling/Gaming,7995,IN,high,1205.77,2024-02-12 19:31:03.182437
merch_00384,Ramesh Ltd Digital Goods,Digital Goods,5815,IN,low,5993.75,2024-02-10 05:12:24.182437
merch_00385,Narula-Sood Insurance,Insurance,6300,IN,low,1468.56,2023-07-22 11:08:48.182437
merch_00386,"Nadkarni, Kaur and Patil Insurance",Insurance,6300,IN,low,978.89,2024-11-20 10:39:44.182437
merch_00387,Konda-Dube Travel,Travel,4722,IN,low,1440.53,2022-11-01 19:56:23.182437
merch_00388,Shanker-Comar Groceries,Groceries,5411,IN,low,2172.91,2023-01-29 13:26:33.182437
merch_00389,Mahal-Biswas Pharmacy,Pharmacy,5912,IN,low,1785.62,2023-10-30 15:11:40.182437
merch_00390,Amble-Nanda Gambling/Gaming,Gambling/Gaming,7995,IN,high,3760.26,2026-02-15 01:56:41.182437
merch_00391,Singhal Group Utilities,Utilities,4900,IN,low,1600.47,2026-01-29 11:08:40.182437
merch_00392,Parekh-Grover Fuel,Fuel,5541,IN,low,124.85,2023-05-11 00:12:46.182437
merch_00393,Sathe-Bal Crypto/Forex,Crypto/Forex,6051,IN,high,1480.33,2023-11-27 16:00:23.182437
merch_00394,"Sachdeva, Rai and Cherian Travel",Travel,4722,IN,low,1494.03,2024-06-29 10:10:15.182437
merch_00395,Sekhon-Srinivasan Entertainment,Entertainment,7832,IN,low,2632.0,2026-05-05 17:33:37.182437
merch_00396,"Loyal, Ben and Hayre Pharmacy",Pharmacy,5912,IN,low,184.91,2026-05-22 20:37:45.182437
merch_00397,Rout-Sehgal Restaurants,Restaurants,5812,IN,low,1925.77,2026-05-14 14:17:30.182437
merch_00398,"Solanki, Dar and Din Insurance",Insurance,6300,IN,low,2373.89,2024-03-24 16:07:02.182437
merch_00399,Hari PLC Groceries,Groceries,5411,IN,low,1503.32,2026-02-01 00:47:54.182437
merch_00400,"Boase, Sibal and Chakraborty Travel",Travel,4722,IN,low,2232.97,2024-09-25 14:40:45.182437
merch_00401,Chadha-Sastry Travel,Travel,4722,IN,low,585.54,2023-11-07 04:21:00.182437
merch_00402,Sahota Group Fuel,Fuel,5541,IN,low,2478.83,2024-02-17 08:40:13.182437
merch_00403,Varty-Pal Restaurants,Restaurants,5812,IN,low,499.95,2026-02-04 15:09:30.182437
merch_00404,"Ganguly, Khurana and Parmer Insurance",Insurance,6300,IN,low,796.45,2023-09-20 10:10:41.182437
merch_00405,Basak LLC Entertainment,Entertainment,7832,IN,low,2089.25,2026-03-17 23:46:56.182437
merch_00406,Shroff-Arya Fuel,Fuel,5541,IN,low,4784.19,2025-07-09 16:07:47.182437
merch_00407,"Doshi, Mann and Lala Utilities",Utilities,4900,IN,low,4222.1,2023-12-30 13:35:19.182437
merch_00408,Chopra-Dube Insurance,Insurance,6300,IN,low,1703.76,2025-11-08 23:23:10.182437
merch_00409,Dara and Sons Utilities,Utilities,4900,IN,low,287.7,2025-04-08 22:43:45.182437
merch_00410,Kashyap PLC Entertainment,Entertainment,7832,IN,low,822.52,2024-05-28 19:28:20.182437
merch_00411,Singhal Ltd Fashion,Fashion,5651,IN,low,1038.68,2024-11-28 10:22:04.182437
merch_00412,Chanda and Sons Entertainment,Entertainment,7832,IN,low,76.18,2024-11-01 01:14:21.182437
merch_00413,"Bir, Apte and Chandran Fashion",Fashion,5651,IN,low,490.82,2025-03-01 05:51:00.182437
merch_00414,Prabhakar LLC Utilities,Utilities,4900,IN,low,2529.97,2023-05-04 21:53:17.182437
merch_00415,Lal-Om Travel,Travel,4722,IN,low,4039.6,2023-11-05 16:16:04.182437
merch_00416,"Sarna, Raja and Keer Education",Education,8220,IN,low,2819.87,2026-01-26 21:17:48.182437
merch_00417,Tank Group Digital Goods,Digital Goods,5815,IN,low,864.99,2024-03-22 19:40:21.182437
merch_00418,Arya-Garde Education,Education,8220,IN,low,2160.81,2023-03-04 15:52:07.182437
merch_00419,Radhakrishnan-Nath Electronics,Electronics,5732,IN,low,1298.74,2023-12-19 09:35:19.182437
merch_00420,Saraf-Handa Utilities,Utilities,4900,IN,low,486.96,2025-04-27 09:37:09.182437
merch_00421,"Goyal, Chatterjee and Chatterjee Travel",Travel,4722,IN,low,1643.38,2023-12-31 22:37:24.182437
merch_00422,Walla Inc Electronics,Electronics,5732,IN,low,2020.86,2024-06-01 18:16:59.182437
merch_00423,Sandhu-Pandya Digital Goods,Digital Goods,5815,IN,low,584.63,2025-01-27 07:31:59.182437
merch_00424,"Ravel, Jayaraman and Narain Utilities",Utilities,4900,IN,low,360.14,2024-01-19 17:21:25.182437
merch_00425,Yadav and Sons Utilities,Utilities,4900,IN,low,880.65,2024-12-06 00:56:32.182437
merch_00426,Jani-Mody Insurance,Insurance,6300,IN,low,3120.37,2024-01-30 07:19:09.182437
merch_00427,Sur-Buch Education,Education,8220,IN,low,2297.79,2023-02-16 10:01:03.182437
merch_00428,Sagar LLC Travel,Travel,4722,IN,low,933.3,2026-02-21 03:17:04.182437
merch_00429,Comar LLC Gambling/Gaming,Gambling/Gaming,7995,IN,medium,631.55,2024-06-14 20:24:57.182437
merch_00430,"Wali, Hayre and Murty Pharmacy",Pharmacy,5912,IN,low,1289.49,2023-03-14 01:47:13.182437
merch_00431,"Sane, Wable and Loke Pharmacy",Pharmacy,5912,IN,low,460.84,2024-07-24 15:10:32.182437
merch_00432,Golla-Raman Insurance,Insurance,6300,IN,low,1516.19,2024-06-08 22:20:20.182437
merch_00433,Ghose LLC Crypto/Forex,Crypto/Forex,6051,IN,high,1142.43,2025-03-14 14:20:58.182437
merch_00434,Mangal-Char Restaurants,Restaurants,5812,IN,low,64.66,2025-10-21 20:04:43.182437
merch_00435,Goda and Sons Fuel,Fuel,5541,IN,low,974.99,2025-08-24 12:25:20.182437
merch_00436,Wali-Dixit Electronics,Electronics,5732,IN,low,80.69,2025-04-09 09:41:11.182437
merch_00437,Bansal-Bhattacharyya Entertainment,Entertainment,7832,IN,low,1595.21,2025-02-22 10:47:00.182437
merch_00438,"Anand, Panchal and Ghose Pharmacy",Pharmacy,5912,IN,low,427.07,2023-07-30 13:04:29.182437
merch_00439,"Nadig, Barad and Mann Fashion",Fashion,5651,IN,low,236.04,2025-07-28 13:59:39.182437
merch_00440,"Madan, Parmar and Chakraborty Insurance",Insurance,6300,IN,low,1065.75,2023-10-22 02:08:21.182437
merch_00441,"Dugar, Sheth and Swaminathan Education",Education,8220,IN,low,988.26,2023-04-01 21:16:10.182437
merch_00442,Balay LLC Groceries,Groceries,5411,IN,low,1634.85,2023-03-21 05:55:26.182437
merch_00443,Parsa Ltd Digital Goods,Digital Goods,5815,IN,low,445.91,2024-07-08 18:00:11.182437
merch_00444,"Deshmukh, Arya and Desai Education",Education,8220,IN,low,3376.25,2025-12-27 10:57:58.182437
merch_00445,Oommen-Natt Gambling/Gaming,Gambling/Gaming,7995,IN,medium,2211.02,2022-09-05 13:11:11.182437
merch_00446,Patil-Dhawan Travel,Travel,4722,IN,low,3465.51,2023-04-15 15:38:23.182437
merch_00447,"Som, Cheema and Krishnamurthy Pharmacy",Pharmacy,5912,IN,low,1108.97,2023-06-30 01:19:02.182437
merch_00448,Mand Ltd Fashion,Fashion,5651,IN,low,571.55,2026-06-16 22:56:21.182437
merch_00449,"Lala, Ganguly and Chaudhari Entertainment",Entertainment,7832,IN,low,4045.61,2024-08-15 15:03:42.182437
merch_00450,Srivastava-Prashad Jewelry,Jewelry,5944,IN,medium,2181.24,2025-08-04 23:24:18.182437
merch_00451,Sunder and Sons Insurance,Insurance,6300,IN,low,1042.6,2026-04-18 08:06:06.182437
merch_00452,Patla-Rege Crypto/Forex,Crypto/Forex,6051,IN,high,1252.71,2025-08-19 16:01:11.182437
merch_00453,Yohannan Ltd Electronics,Electronics,5732,IN,low,889.35,2023-11-18 09:42:13.182437
merch_00454,"Mangal, Buch and Dara Insurance",Insurance,6300,IN,low,2591.84,2024-02-16 12:38:17.182437
merch_00455,Sha PLC Entertainment,Entertainment,7832,IN,low,1732.84,2025-09-25 23:06:57.182437
merch_00456,"Dada, Rattan and Lala Digital Goods",Digital Goods,5815,IN,low,1900.19,2026-05-23 11:24:10.182437
merch_00457,Anand-Dube Travel,Travel,4722,IN,low,524.33,2024-04-01 02:19:51.182437
merch_00458,Morar and Sons Groceries,Groceries,5411,IN,low,1164.56,2026-05-02 23:12:29.182437
merch_00459,"Lall, Dara and Bhatti Jewelry",Jewelry,5944,IN,low,1494.46,2025-06-12 22:47:38.182437
merch_00460,Nagarajan-Mandal Electronics,Electronics,5732,IN,low,265.01,2024-08-11 17:20:51.182437
merch_00461,"Dugar, Gola and Sandhu Electronics",Electronics,5732,IN,low,1712.84,2023-07-12 01:26:43.182437
merch_00462,Muni LLC Restaurants,Restaurants,5812,IN,low,1386.18,2025-06-04 01:56:23.182437
merch_00463,Bhat PLC Digital Goods,Digital Goods,5815,IN,low,2436.89,2023-01-22 04:10:41.182437
merch_00464,Sachdev-Sarma Fashion,Fashion,5651,IN,low,2734.32,2024-08-02 03:14:30.182437
merch_00465,"Solanki, Bose and Choudhary Jewelry",Jewelry,5944,IN,medium,4675.23,2023-04-10 11:38:16.182437
merch_00466,"Saini, Mall and Sanghvi Pharmacy",Pharmacy,5912,IN,low,1460.16,2023-09-11 06:31:16.182437
merch_00467,Kibe Inc Restaurants,Restaurants,5812,IN,low,975.04,2024-07-20 14:08:24.182437
merch_00468,Raja-Shere Gambling/Gaming,Gambling/Gaming,7995,IN,high,450.0,2023-04-29 04:35:10.182437
merch_00469,"Kunda, Madan and Dash Crypto/Forex",Crypto/Forex,6051,IN,medium,375.42,2025-01-27 03:55:54.182437
merch_00470,Sengupta LLC Crypto/Forex,Crypto/Forex,6051,IN,high,1239.3,2024-01-03 16:02:39.182437
merch_00471,"Modi, Singhal and Dara Groceries",Groceries,5411,IN,low,340.91,2025-09-17 18:34:05.182437
merch_00472,Prakash PLC Insurance,Insurance,6300,IN,low,406.66,2024-05-03 22:00:36.182437
merch_00473,Sant Inc Entertainment,Entertainment,7832,IN,low,1273.89,2024-05-12 10:49:25.182437
merch_00474,Basu PLC Pharmacy,Pharmacy,5912,IN,low,914.08,2025-10-06 12:47:55.182437
merch_00475,"Bhattacharyya, Mammen and Kapur Entertainment",Entertainment,7832,IN,low,567.78,2022-09-17 00:20:45.182437
merch_00476,Venkatesh LLC Utilities,Utilities,4900,IN,low,968.17,2023-07-01 23:48:00.182437
merch_00477,Dhaliwal LLC Utilities,Utilities,4900,IN,low,2263.99,2025-05-04 15:34:33.182437
merch_00478,Sood LLC Restaurants,Restaurants,5812,IN,low,1736.7,2025-07-06 23:18:00.182437
merch_00479,Mahajan Ltd Travel,Travel,4722,IN,low,2658.8,2026-04-09 04:09:53.182437
merch_00480,"Chakraborty, Shetty and Sodhi Education",Education,8220,IN,low,1111.16,2025-12-29 09:17:56.182437
merch_00481,Ramakrishnan-Kapoor Pharmacy,Pharmacy,5912,IN,low,889.44,2024-11-14 21:27:21.182437
merch_00482,Kurian Group Utilities,Utilities,4900,IN,low,1431.66,2023-07-07 03:59:04.182437
merch_00483,Rattan PLC Electronics,Electronics,5732,IN,low,415.09,2023-02-21 00:37:17.182437
merch_00484,Narasimhan-Nagarajan Groceries,Groceries,5411,IN,low,1041.45,2023-04-01 15:07:37.182437
merch_00485,Samra Group Insurance,Insurance,6300,IN,low,953.0,2026-01-13 20:20:13.182437
merch_00486,"Reddy, Kalita and Kari Education",Education,8220,IN,low,6618.96,2023-04-22 04:23:31.182437
merch_00487,Bhatt-Sodhi Electronics,Electronics,5732,IN,low,3019.92,2026-02-26 05:40:10.182437
merch_00488,Deol-Kunda Education,Education,8220,IN,low,2063.8,2022-11-13 21:29:09.182437
merch_00489,Sani and Sons Insurance,Insurance,6300,IN,low,1782.24,2026-06-09 09:35:11.182437
merch_00490,Gaba and Sons Crypto/Forex,Crypto/Forex,6051,IN,high,3801.84,2023-11-26 15:25:48.182437
merch_00491,Balakrishnan Inc Jewelry,Jewelry,5944,IN,medium,1771.25,2023-03-14 06:30:58.182437
merch_00492,Arya-Kashyap Utilities,Utilities,4900,IN,low,660.13,2026-02-19 02:11:46.182437
merch_00493,Lanka Ltd Fashion,Fashion,5651,IN,low,614.78,2025-12-12 22:31:52.182437
merch_00494,Pai Group Education,Education,8220,IN,low,2306.44,2024-12-20 11:51:51.182437
