id,transaction_id,customer_id,reason,status,filed_at,resolved_at
disp_000777,txn_0100446,cust_009246,account_compromised,resolved,2026-07-09 22:58:48.182437,
disp_000778,txn_0099610,cust_000360,did_not_receive_goods,open,2026-07-09 20:57:13.182437,
disp_000779,txn_0099738,cust_004151,did_not_receive_goods,resolved,2026-07-25 18:39:31.182437,
disp_000780,txn_0096183,cust_001763,account_compromised,open,2026-07-24 04:39:53.182437,
disp_000781,txn_0095729,cust_002373,did_not_receive_goods,open,2026-03-17 21:39:15.182437,
disp_000782,txn_0097782,cust_002364,account_compromised,open,2026-07-01 16:17:31.182437,
disp_000783,txn_0098443,cust_000483,did_not_receive_goods,open,2026-03-03 23:24:40.182437,
disp_000784,txn_0099175,cust_002305,did_not_receive_goods,resolved,2026-04-21 10:40:22.182437,
disp_000785,txn_0097975,cust_009362,did_not_receive_goods,open,2026-07-29 22:12:39.182437,
disp_000786,txn_0095991,cust_002666,did_not_receive_goods,open,2026-05-16 06:32:50.182437,
disp_000787,txn_0098035,cust_006568,unauthorized_transaction,open,2026-04-20 17:58:31.182437,
disp_000788,txn_0099444,cust_000767,did_not_receive_goods,open,2026-07-03 23:49:49.182437,
disp_000789,txn_0099967,cust_006305,unauthorized_transaction,open,2026-04-02 21:02:45.182437,
disp_000790,txn_0100180,cust_005836,account_compromised,resolved,2026-05-21 22:37:50.182437,
disp_000791,txn_0096176,cust_002109,did_not_receive_goods,resolved,2026-05-19 01:07:11.182437,
disp_000792,txn_0095895,cust_007481,did_not_receive_goods,open,2026-07-07 08:46:43.182437,
disp_000793,txn_0097622,cust_007517,unauthorized_transaction,resolved,2026-06-16 08:24:21.182437,
disp_000794,txn_0099477,cust_005573,account_compromised,open,2026-03-04 17:19:22.182437,
disp_000795,txn_0096839,cust_008679,did_not_receive_goods,resolved,2026-06-18 09:31:15.182437,
disp_000796,txn_0097040,cust_004909,account_compromised,open,2026-08-17 15:38:44.182437,
disp_000797,txn_0095599,cust_000508,unauthorized_transaction,resolved,2026-06-03 02:43:38.182437,
disp_000798,txn_0097878,cust_003236,did_not_receive_goods,open,2026-06-06 02:02:44.182437,
disp_000799,txn_0096858,cust_009110,account_compromised,open,2026-06-09 12:02:34.182437,
disp_000800,txn_0098631,cust_006402,did_not_receive_goods,open,2026-06-26 21:25:00.182437,
disp_000801,txn_0098602,cust_006559,unauthorized_transaction,open,2026-04-18 06:49:36.182437,
disp_000802,txn_0094326,cust_008198,did_not_receive_goods,open,2026-06-12 23:03:09.182437,
disp_000803,txn_0096815,cust_001819,did_not_receive_goods,open,2026-08-23 02:42:15.182437,
disp_000804,txn_0099478,cust_005573,account_compromised,resolved,2026-03-05 16:19:53.182437,
disp_000805,txn_0097363,cust_007438,account_compromised,open,2026-07-31 20:18:03.182437,
disp_000806,txn_0095519,cust_001155,account_compromised,open,2026-05-26 22:20:46.182437,
disp_000807,txn_0094152,cust_000869,unauthorized_transaction,resolved,2026-04-27 14:05:07.182437,
disp_000808,txn_0099869,cust_006069,unauthorized_transaction,open,2026-08-20 00:20:31.182437,
disp_000809,txn_0098483,cust_000294,account_compromised,resolved,2026-08-13 16:01:11.182437,
disp_000810,txn_0099516,cust_008482,did_not_receive_goods,open,2026-08-15 00:08:34.182437,
disp_000811,txn_0095672,cust_004401,unauthorized_transaction,open,2026-05-20 18:29:18.182437,
disp_000812,txn_0096508,cust_004039,unauthorized_transaction,open,2026-08-09 05:54:08.182437,
disp_000813,txn_0098479,cust_000503,unauthorized_transaction,open,2026-08-25 23:58:13.182437,
disp_000814,txn_0094519,cust_002127,did_not_receive_goods,open,2026-04-20 14:46:41.182437,
disp_000815,txn_0096572,cust_006683,account_compromised,open,2026-07-24 16:34:40.182437,
disp_000816,txn_0097495,cust_007928,account_compromised,open,2026-04-10 19:52:32.182437,
disp_000817,txn_0096031,cust_005676,unauthorized_transaction,open,2026-03-13 05:52:17.182437,
disp_000818,txn_0099062,cust_002709,did_not_receive_goods,resolved,2026-04-30 09:41:59.182437,
disp_000819,txn_0099664,cust_008326,account_compromised,open,2026-08-27 08:43:41.182437,
disp_000820,txn_0099930,cust_003008,account_compromised,resolved,2026-03-19 01:14:06.182437,
disp_000821,txn_0100218,cust_005362,did_not_receive_goods,open,2026-08-08 10:44:36.182437,
disp_000822,txn_0095368,cust_000222,account_compromised,open,2026-06-15 17:55:11.182437,
disp_000823,txn_0095303,cust_003618,did_not_receive_goods,resolved,2026-06-26 11:38:23.182437,
disp_000824,txn_0096461,cust_004257,unauthorized_transaction,open,2026-04-24 01:40:42.182437,
disp_000825,txn_0097517,cust_008885,did_not_receive_goods,resolved,2026-04-12 17:57:59.182437,
disp_000826,txn_0094489,cust_002327,account_compromised,open,2026-03-07 16:14:04.182437,
disp_000827,txn_0097522,cust_008885,unauthorized_transaction,resolved,2026-04-11 12:58:08.182437,
disp_000828,txn_0096692,cust_006704,did_not_receive_goods,resolved,2026-03-22 19:31:07.182437,
disp_000829,txn_0100437,cust_002132,unauthorized_transaction,open,2026-05-22 20:21:02.182437,
disp_000830,txn_0096947,cust_001024,did_not_receive_goods,open,2026-04-14 22:02:42.182437,
disp_000831,txn_0095110,cust_009406,unauthorized_transaction,open,2026-08-19 19:08:04.182437,
disp_000832,txn_0098588,cust_000023,account_compromised,resolved,2026-07-11 07:37:14.182437,
disp_000833,txn_0097034,cust_001483,did_not_receive_goods,open,2026-08-18 18:45:10.182437,
disp_000834,txn_0096699,cust_006704,unauthorized_transaction,open,2026-03-23 07:34:49.182437,
disp_000835,txn_0100419,cust_004393,unauthorized_transaction,open,2026-05-28 18:44:54.182437,
disp_000836,txn_0097374,cust_001737,did_not_receive_goods,resolved,2026-07-02 02:55:17.182437,
disp_000837,txn_0099937,cust_007610,account_compromised,open,2026-05-20 01:43:12.182437,
disp_000838,txn_0099075,cust_003840,did_not_receive_goods,resolved,2026-06-05 12:03:54.182437,
disp_000839,txn_0096743,cust_007543,did_not_receive_goods,resolved,2026-03-11 02:40:05.182437,
disp_000840,txn_0097392,cust_002465,unauthorized_transaction,resolved,2026-08-08 08:52:13.182437,
disp_000841,txn_0094223,cust_008698,did_not_receive_goods,resolved,2026-06-15 12:06:43.182437,
disp_000842,txn_0100193,cust_001281,account_compromised,open,2026-03-07 11:57:05.182437,
disp_000843,txn_0094988,cust_008076,unauthorized_transaction,open,2026-08-25 06:47:39.182437,
disp_000844,txn_0097231,cust_004247,did_not_receive_goods,open,2026-07-21 17:09:49.182437,
disp_000845,txn_0094123,cust_007247,did_not_receive_goods,open,2026-06-18 08:40:02.182437,
disp_000846,txn_0097074,cust_000779,account_compromised,open,2026-03-11 16:49:24.182437,
disp_000847,txn_0098199,cust_009918,account_compromised,resolved,2026-08-27 13:07:26.182437,
disp_000848,txn_0100016,cust_004530,account_compromised,resolved,2026-08-20 09:33:24.182437,
disp_000849,txn_0098184,cust_007886,account_compromised,resolved,2026-06-13 03:16:53.182437,
disp_000850,txn_0095642,cust_000016,did_not_receive_goods,open,2026-08-18 08:42:25.182437,
disp_000851,txn_0097546,cust_003979,unauthorized_transaction,resolved,2026-08-05 20:16:14.182437,
disp_000852,txn_0099532,cust_003295,account_compromised,open,2026-04-17 07:40:50.182437,
disp_000853,txn_0099753,cust_009277,account_compromised,open,2026-08-26 04:24:06.182437,
disp_000854,txn_0096952,cust_006198,account_compromised,open,2026-06-25 09:41:33.182437,
disp_000855,txn_0096992,cust_009238,unauthorized_transaction,resolved,2026-05-29 18:57:27.182437,
disp_000856,txn_0097655,cust_002739,unauthorized_transaction,resolved,2026-06-17 16:51:27.182437,
disp_000857,txn_0095681,cust_005315,did_not_receive_goods,open,2026-08-04 18:35:23.182437,
disp_000858,txn_0098140,cust_002191,did_not_receive_goods,open,2026-07-13 11:25:46.182437,
disp_000859,txn_0098023,cust_007100,account_compromised,resolved,2026-03-24 11:10:07.182437,
disp_000860,txn_0095084,cust_001774,unauthorized_transaction,resolved,2026-08-10 21:11:26.182437,
disp_000861,txn_0095684,cust_005315,unauthorized_transaction,open,2026-08-05 01:24:41.182437,
disp_000862,txn_0099206,cust_003421,did_not_receive_goods,open,2026-07-21 19:55:19.182437,
disp_000863,txn_0097488,cust_007928,account_compromised,open,2026-04-12 23:28:44.182437,
disp_000864,txn_0097119,cust_000585,did_not_receive_goods,resolved,2026-04-16 15:21:18.182437,
disp_000865,txn_0099025,cust_009328,did_not_receive_goods,resolved,2026-04-19 21:31:54.182437,
disp_000866,txn_0095189,cust_002654,unauthorized_transaction,resolved,2026-04-07 16:13:34.182437,
disp_000867,txn_0098595,cust_002100,account_compromised,resolved,2026-03-21 17:33:54.182437,
disp_000868,txn_0096184,cust_001763,unauthorized_transaction,open,2026-07-22 21:40:26.182437,
disp_000869,txn_0100051,cust_002748,did_not_receive_goods,resolved,2026-03-08 13:19:01.182437,
disp_000870,txn_0094904,cust_007206,unauthorized_transaction,resolved,2026-04-25 05:31:13.182437,
disp_000871,txn_0096148,cust_000157,did_not_receive_goods,resolved,2026-08-17 23:12:50.182437,
disp_000872,txn_0097941,cust_007796,account_compromised,resolved,2026-04-29 09:51:29.182437,
disp_000873,txn_0098655,cust_003890,did_not_receive_goods,open,2026-04-07 00:40:00.182437,
disp_000874,txn_0098505,cust_004471,did_not_receive_goods,open,2026-07-07 13:56:43.182437,
disp_000875,txn_0098413,cust_000801,account_compromised,open,2026-07-12 14:50:19.182437,
disp_000876,txn_0096642,cust_009623,did_not_receive_goods,resolved,2026-06-10 07:59:43.182437,
disp_000877,txn_0097877,cust_006407,account_compromised,open,2026-04-07 23:26:10.182437,
disp_000878,txn_0096134,cust_007470,unauthorized_transaction,open,2026-08-20 05:51:59.182437,
disp_000879,txn_0099556,cust_009541,unauthorized_transaction,resolved,2026-04-16 08:06:50.182437,
disp_000880,txn_0095348,cust_009515,account_compromised,open,2026-05-06 01:21:43.182437,
disp_000881,txn_0094496,cust_002990,account_compromised,resolved,2026-06-09 19:21:08.182437,
disp_000882,txn_0095773,cust_001945,unauthorized_transaction,open,2026-06-28 18:53:17.182437,
disp_000883,txn_0097703,cust_009149,unauthorized_transaction,open,2026-07-08 21:38:16.182437,
disp_000884,txn_0099881,cust_003199,did_not_receive_goods,open,2026-05-18 08:28:59.182437,
disp_000885,txn_0094369,cust_004293,account_compromised,open,2026-06-23 16:55:21.182437,
disp_000886,txn_0096138,cust_007470,account_compromised,open,2026-08-22 11:54:11.182437,
disp_000887,txn_0094655,cust_003248,unauthorized_transaction,open,2026-06-13 01:33:06.182437,
disp_000888,txn_0098921,cust_006135,account_compromised,open,2026-06-10 14:05:23.182437,
disp_000889,txn_0097454,cust_001655,account_compromised,open,2026-06-05 10:37:29.182437,
disp_000890,txn_0094713,cust_007354,unauthorized_transaction,open,2026-04-06 02:34:11.182437,
disp_000891,txn_0094703,cust_009882,unauthorized_transaction,resolved,2026-07-29 01:58:44.182437,
disp_000892,txn_0096434,cust_006507,did_not_receive_goods,open,2026-08-25 19:10:29.182437,
disp_000893,txn_0094126,cust_005373,unauthorized_transaction,resolved,2026-06-07 05:32:56.182437,
disp_000894,txn_0098182,cust_000612,unauthorized_transaction,open,2026-06-08 19:42:14.182437,
disp_000895,txn_0099041,cust_004984,unauthorized_transaction,resolved,2026-06-30 09:25:07.182437,
disp_000896,txn_0098924,cust_005888,account_compromised,open,2026-06-12 20:13:23.182437,
disp_000897,txn_0094327,cust_008198,unauthorized_transaction,open,2026-06-13 10:17:09.182437,
disp_000898,txn_0099016,cust_003128,did_not_receive_goods,open,2026-06-06 18:16:01.182437,
disp_000899,txn_0097774,cust_007024,account_compromised,open,2026-05-16 08:30:19.182437,
disp_000900,txn_0095304,cust_003618,did_not_receive_goods,open,2026-06-25 19:08:36.182437,
disp_000901,txn_0097772,cust_003466,account_compromised,resolved,2026-04-10 05:32:33.182437,
disp_000902,txn_0095791,cust_009871,unauthorized_transaction,resolved,2026-05-27 03:10:12.182437,
disp_000903,txn_0098545,cust_000056,account_compromised,open,2026-07-03 11:41:49.182437,
disp_000904,txn_0095644,cust_000016,unauthorized_transaction,open,2026-08-18 03:07:25.182437,
disp_000905,txn_0094160,cust_007029,account_compromised,open,2026-05-28 10:49:51.182437,
disp_000906,txn_0097373,cust_001737,account_compromised,resolved,2026-07-01 08:00:10.182437,
disp_000907,txn_0097755,cust_000200,did_not_receive_goods,open,2026-08-13 17:04:48.182437,
disp_000908,txn_0098353,cust_006213,did_not_receive_goods,open,2026-07-19 07:21:43.182437,
disp_000909,txn_0094392,cust_007936,unauthorized_transaction,resolved,2026-04-14 02:58:45.182437,
disp_000910,txn_0099302,cust_001002,account_compromised,resolved,2026-05-24 11:21:34.182437,
disp_000911,txn_0098887,cust_004067,unauthorized_transaction,resolved,2026-08-25 19:31:16.182437,
disp_000912,txn_0097390,cust_002465,account_compromised,resolved,2026-08-07 19:43:15.182437,
disp_000913,txn_0096140,cust_007470,did_not_receive_goods,open,2026-08-21 11:56:07.182437,
disp_000914,txn_0099942,cust_007610,account_compromised,open,2026-05-20 11:45:43.182437,
disp_000915,txn_0097543,cust_008177,account_compromised,open,2026-07-21 21:59:06.182437,
disp_000916,txn_0094993,cust_002635,account_compromised,open,2026-08-23 07:48:39.182437,
disp_000917,txn_0100268,cust_003726,unauthorized_transaction,resolved,2026-08-11 23:51:33.182437,
disp_000918,txn_0097179,cust_003209,account_compromised,resolved,2026-03-25 03:26:56.182437,
disp_000919,txn_0098993,cust_003264,did_not_receive_goods,resolved,2026-08-23 00:46:10.182437,
disp_000920,txn_0096180,cust_002109,did_not_receive_goods,resolved,2026-05-18 17:17:23.182437,
disp_000921,txn_0100407,cust_002478,unauthorized_transaction,open,2026-08-25 09:32:35.182437,
disp_000922,txn_0098239,cust_009217,unauthorized_transaction,open,2026-03-12 22:55:24.182437,
disp_000923,txn_0096412,cust_007463,account_compromised,open,2026-07-11 07:31:26.182437,
disp_000924,txn_0095254,cust_005949,unauthorized_transaction,open,2026-08-11 09:49:47.182437,
disp_000925,txn_0098370,cust_004679,unauthorized_transaction,open,2026-07-18 19:23:35.182437,
disp_000926,txn_0098419,cust_004030,unauthorized_transaction,open,2026-04-20 05:51:51.182437,
disp_000927,txn_0099138,cust_001588,did_not_receive_goods,open,2026-04-07 01:23:07.182437,
disp_000928,txn_0094445,cust_001687,did_not_receive_goods,open,2026-05-27 06:22:06.182437,
disp_000929,txn_0095190,cust_002654,account_compromised,open,2026-04-07 13:07:02.182437,
disp_000930,txn_0094729,cust_001154,did_not_receive_goods,open,2026-05-29 23:59:34.182437,
disp_000931,txn_0094873,cust_008525,unauthorized_transaction,resolved,2026-03-29 19:13:42.182437,
disp_000932,txn_0098778,cust_000067,account_compromised,open,2026-03-29 17:53:29.182437,
disp_000933,txn_0097357,cust_007438,unauthorized_transaction,open,2026-08-01 18:08:33.182437,
disp_000934,txn_0094683,cust_008201,account_compromised,resolved,2026-07-16 13:57:07.182437,
disp_000935,txn_0098219,cust_008650,unauthorized_transaction,resolved,2026-05-09 02:41:10.182437,
disp_000936,txn_0096096,cust_003049,account_compromised,resolved,2026-05-22 07:06:05.182437,
disp_000937,txn_0098426,cust_001756,unauthorized_transaction,open,2026-08-14 12:48:59.182437,
disp_000938,txn_0094370,cust_004293,unauthorized_transaction,open,2026-06-24 04:55:21.182437,
disp_000939,txn_0098730,cust_004371,did_not_receive_goods,open,2026-04-22 19:53:06.182437,
disp_000940,txn_0098862,cust_009185,did_not_receive_goods,resolved,2026-04-16 21:47:35.182437,
disp_000941,txn_0097100,cust_001687,did_not_receive_goods,resolved,2026-05-11 14:09:43.182437,
disp_000942,txn_0099355,cust_002247,unauthorized_transaction,open,2026-07-28 13:42:58.182437,
disp_000943,txn_0094962,cust_001165,unauthorized_transaction,open,2026-07-08 18:07:26.182437,
disp_000944,txn_0095054,cust_005214,did_not_receive_goods,resolved,2026-05-25 15:59:12.182437,
disp_000945,txn_0096487,cust_003908,unauthorized_transaction,open,2026-03-09 15:58:42.182437,
disp_000946,txn_0098063,cust_009385,did_not_receive_goods,resolved,2026-05-07 18:42:54.182437,
disp_000947,txn_0096977,cust_009608,unauthorized_transaction,resolved,2026-03-10 02:23:48.182437,
disp_000948,txn_0098677,cust_007392,unauthorized_transaction,open,2026-04-12 01:31:29.182437,
disp_000949,txn_0096361,cust_001774,unauthorized_transaction,open,2026-06-19 15:08:09.182437,
disp_000950,txn_0094260,cust_006211,did_not_receive_goods,resolved,2026-07-16 01:13:58.182437,
disp_000951,txn_0097319,cust_003848,account_compromised,resolved,2026-05-11 00:39:42.182437,
disp_000952,txn_0098025,cust_003071,account_compromised,resolved,2026-08-07 14:55:13.182437,
disp_000953,txn_0098368,cust_007492,account_compromised,resolved,2026-06-19 15:58:11.182437,
disp_000954,txn_0098586,cust_006682,did_not_receive_goods,open,2026-08-12 07:35:47.182437,
disp_000955,txn_0098866,cust_006807,unauthorized_transaction,resolved,2026-04-09 11:02:36.182437,
disp_000956,txn_0095767,cust_001945,unauthorized_transaction,open,2026-06-28 21:40:47.182437,
disp_000957,txn_0100294,cust_009906,did_not_receive_goods,resolved,2026-06-08 07:13:02.182437,
disp_000958,txn_0100036,cust_000304,did_not_receive_goods,resolved,2026-06-08 00:58:50.182437,
disp_000959,txn_0099027,cust_000522,unauthorized_transaction,resolved,2026-04-21 09:59:54.182437,
disp_000960,txn_0096171,cust_003369,unauthorized_transaction,open,2026-07-10 16:30:17.182437,
disp_000961,txn_0096908,cust_006481,unauthorized_transaction,resolved,2026-06-26 18:04:40.182437,
disp_000962,txn_0099884,cust_007044,unauthorized_transaction,open,2026-07-02 21:29:10.182437,
disp_000963,txn_0094297,cust_009741,unauthorized_transaction,resolved,2026-06-25 18:38:24.182437,
disp_000964,txn_0095540,cust_006175,account_compromised,resolved,2026-06-02 13:49:38.182437,
disp_000965,txn_0094276,cust_009804,unauthorized_transaction,resolved,2026-08-17 07:45:44.182437,
disp_000966,txn_0097433,cust_002569,unauthorized_transaction,open,2026-06-26 15:50:19.182437,
disp_000967,txn_0099425,cust_000836,did_not_receive_goods,open,2026-06-21 09:43:22.182437,
disp_000968,txn_0098989,cust_002968,did_not_receive_goods,open,2026-05-27 03:09:46.182437,
disp_000969,txn_0097713,cust_007446,account_compromised,open,2026-04-06 12:02:35.182437,
disp_000970,txn_0098780,cust_005566,account_compromised,open,2026-07-02 23:14:25.182437,
disp_000971,txn_0098488,cust_008348,did_not_receive_goods,resolved,2026-07-09 19:12:50.182437,
disp_000972,txn_0100255,cust_001430,unauthorized_transaction,open,2026-04-24 18:19:12.182437,
disp_000973,txn_0097324,cust_003848,account_compromised,resolved,2026-05-08 12:07:44.182437,
disp_000974,txn_0096619,cust_002327,unauthorized_transaction,resolved,2026-05-17 03:04:42.182437,
disp_000975,txn_0094495,cust_002990,did_not_receive_goods,open,2026-06-09 09:01:08.182437,
disp_000976,txn_0094848,cust_004948,unauthorized_transaction,resolved,2026-03-06 10:16:14.182437,
disp_000977,txn_0095098,cust_009490,unauthorized_transaction,open,2026-07-18 23:57:47.182437,
disp_000978,txn_0094832,cust_003646,unauthorized_transaction,resolved,2026-06-19 01:50:16.182437,
disp_000979,txn_0099716,cust_000743,account_compromised,open,2026-04-23 08:47:03.182437,
disp_000980,txn_0097768,cust_002082,unauthorized_transaction,open,2026-06-09 07:12:33.182437,
disp_000981,txn_0094000,cust_005083,account_compromised,resolved,2026-05-10 21:55:03.182437,
disp_000982,txn_0100224,cust_003817,account_compromised,resolved,2026-08-21 22:39:47.182437,
disp_000983,txn_0099886,cust_007044,account_compromised,open,2026-07-02 08:31:24.182437,
disp_000984,txn_0098811,cust_004499,did_not_receive_goods,open,2026-05-02 22:23:42.182437,
disp_000985,txn_0099970,cust_009859,did_not_receive_goods,resolved,2026-06-08 18:29:13.182437,
disp_000986,txn_0096834,cust_008679,did_not_receive_goods,resolved,2026-06-17 20:19:17.182437,
disp_000987,txn_0095787,cust_009871,account_compromised,open,2026-05-25 17:50:32.182437,
disp_000988,txn_0099438,cust_008865,did_not_receive_goods,resolved,2026-07-02 21:11:06.182437,
disp_000989,txn_0095636,cust_006846,account_compromised,resolved,2026-06-29 13:34:02.182437,
disp_000990,txn_0098818,cust_009169,unauthorized_transaction,open,2026-06-05 11:30:32.182437,
disp_000991,txn_0095278,cust_007646,account_compromised,open,2026-05-24 09:00:48.182437,
disp_000992,txn_0100242,cust_005175,account_compromised,resolved,2026-04-06 15:21:34.182437,
disp_000993,txn_0100009,cust_002629,unauthorized_transaction,open,2026-08-10 21:46:49.182437,
disp_000994,txn_0097212,cust_004320,did_not_receive_goods,resolved,2026-08-02 05:15:58.182437,
disp_000995,txn_0097494,cust_007928,unauthorized_transaction,open,2026-04-11 00:42:59.182437,
disp_000996,txn_0096433,cust_000543,account_compromised,open,2026-08-25 17:01:59.182437,
disp_000997,txn_0099499,cust_000904,account_compromised,open,2026-04-26 04:46:27.182437,
disp_000998,txn_0095374,cust_007761,account_compromised,open,2026-05-31 14:14:42.182437,
disp_000999,txn_0095238,cust_006574,did_not_receive_goods,open,2026-06-04 18:37:13.182437,
disp_001000,txn_0096516,cust_004983,account_compromised,open,2026-06-12 21:50:56.182437,
disp_001001,txn_0095707,cust_005733,account_compromised,open,2026-07-21 00:12:11.182437,
disp_001002,txn_0099009,cust_005717,account_compromised,open,2026-05-17 00:41:00.182437,
disp_001003,txn_0094320,cust_009543,did_not_receive_goods,open,2026-05-13 23:41:51.182437,
disp_001004,txn_0097462,cust_003113,did_not_receive_goods,open,2026-04-27 14:36:47.182437,
disp_001005,txn_0099512,cust_008482,unauthorized_transaction,resolved,2026-08-17 05:04:18.182437,
disp_001006,txn_0094795,cust_005134,account_compromised,open,2026-03-03 23:46:59.182437,
disp_001007,txn_0094553,cust_006828,unauthorized_transaction,open,2026-05-20 00:11:29.182437,
disp_001008,txn_0097147,cust_001492,account_compromised,resolved,2026-07-06 05:29:34.182437,
disp_001009,txn_0096381,cust_001618,did_not_receive_goods,resolved,2026-05-23 05:15:45.182437,
disp_001010,txn_0098594,cust_005223,account_compromised,open,2026-04-24 23:08:44.182437,
disp_001011,txn_0094272,cust_003461,unauthorized_transaction,resolved,2026-03-16 15:33:21.182437,
disp_001012,txn_0099017,cust_007697,unauthorized_transaction,resolved,2026-07-26 20:01:44.182437,
disp_001013,txn_0094322,cust_001987,account_compromised,resolved,2026-06-13 11:23:27.182437,
disp_001014,txn_0095085,cust_004259,did_not_receive_goods,resolved,2026-08-10 23:06:26.182437,
disp_001015,txn_0097501,cust_006048,unauthorized_transaction,resolved,2026-06-12 09:47:17.182437,
disp_001016,txn_0096332,cust_009646,account_compromised,open,2026-07-23 02:40:02.182437,
disp_001017,txn_0095531,cust_001155,unauthorized_transaction,open,2026-05-25 01:49:46.182437,
disp_001018,txn_0099160,cust_007131,unauthorized_transaction,resolved,2026-03-11 13:22:48.182437,
disp_001019,txn_0095193,cust_002654,unauthorized_transaction,open,2026-04-08 10:27:54.182437,
disp_001020,txn_0096807,cust_001819,did_not_receive_goods,resolved,2026-08-21 19:32:31.182437,
disp_001021,txn_0098841,cust_000838,did_not_receive_goods,resolved,2026-04-08 00:46:10.182437,
disp_001022,txn_0099202,cust_003421,unauthorized_transaction,resolved,2026-07-20 06:52:23.182437,
disp_001023,txn_0099883,cust_007044,did_not_receive_goods,open,2026-07-02 17:28:27.182437,
disp_001024,txn_0096864,cust_009110,did_not_receive_goods,open,2026-06-10 04:33:04.182437,
disp_001025,txn_0095465,cust_001276,account_compromised,open,2026-08-01 09:33:20.182437,
disp_001026,txn_0096769,cust_000937,unauthorized_transaction,resolved,2026-05-01 00:11:25.182437,
disp_001027,txn_0100172,cust_000211,did_not_receive_goods,resolved,2026-05-10 14:00:13.182437,
disp_001028,txn_0098952,cust_009949,unauthorized_transaction,open,2026-04-20 08:21:39.182437,
disp_001029,txn_0095024,cust_001711,unauthorized_transaction,open,2026-05-01 18:18:28.182437,
disp_001030,txn_0096794,cust_000044,account_compromised,open,2026-04-07 22:20:50.182437,
disp_001031,txn_0098089,cust_005139,unauthorized_transaction,open,2026-05-29 18:37:33.182437,
disp_001032,txn_0094754,cust_008283,account_compromised,open,2026-07-26 18:33:22.182437,
disp_001033,txn_0095322,cust_001760,account_compromised,resolved,2026-03-24 15:50:15.182437,
disp_001034,txn_0099342,cust_006223,unauthorized_transaction,resolved,2026-06-19 22:03:10.182437,
disp_001035,txn_0095388,cust_008614,did_not_receive_goods,open,2026-06-29 00:42:16.182437,
disp_001036,txn_0100109,cust_009040,account_compromised,resolved,2026-05-25 14:36:01.182437,
disp_001037,txn_0096423,cust_003711,unauthorized_transaction,open,2026-05-30 21:09:02.182437,
disp_001038,txn_0094158,cust_005319,account_compromised,resolved,2026-05-10 14:35:43.182437,
disp_001039,txn_0099901,cust_009246,did_not_receive_goods,open,2026-05-29 16:36:53.182437,
disp_001040,txn_0099162,cust_007131,did_not_receive_goods,open,2026-03-11 20:24:04.182437,
disp_001041,txn_0094692,cust_002694,unauthorized_transaction,open,2026-04-15 13:32:08.182437,
disp_001042,txn_0097775,cust_002185,unauthorized_transaction,open,2026-06-24 08:35:34.182437,
disp_001043,txn_0096777,cust_000937,account_compromised,resolved,2026-04-29 18:19:03.182437,
disp_001044,txn_0094488,cust_002327,account_compromised,open,2026-03-06 23:10:04.182437,
disp_001045,txn_0099421,cust_008032,account_compromised,open,2026-05-06 07:39:08.182437,
disp_001046,txn_0098008,cust_008561,did_not_receive_goods,resolved,2026-05-14 14:20:30.182437,
disp_001047,txn_0099123,cust_006988,did_not_receive_goods,resolved,2026-05-27 14:51:46.182437,
disp_001048,txn_0096396,cust_001075,unauthorized_transaction,open,2026-06-06 10:32:47.182437,
disp_001049,txn_0094125,cust_005373,did_not_receive_goods,open,2026-06-07 18:38:56.182437,
disp_001050,txn_0099070,cust_005770,account_compromised,open,2026-03-08 07:48:05.182437,
disp_001051,txn_0098895,cust_005553,did_not_receive_goods,resolved,2026-03-31 21:01:37.182437,
disp_001052,txn_0095489,cust_001993,did_not_receive_goods,resolved,2026-08-11 09:28:08.182437,
disp_001053,txn_0099427,cust_000836,unauthorized_transaction,resolved,2026-06-22 14:44:26.182437,
disp_001054,txn_0098883,cust_008609,account_compromised,resolved,2026-04-05 06:23:54.182437,
disp_001055,txn_0094522,cust_001320,did_not_receive_goods,resolved,2026-03-07 21:30:50.182437,
disp_001056,txn_0099140,cust_006031,unauthorized_transaction,open,2026-04-25 21:48:22.182437,
disp_001057,txn_0098920,cust_006414,account_compromised,resolved,2026-06-11 12:47:23.182437,
disp_001058,txn_0097450,cust_001655,unauthorized_transaction,resolved,2026-06-06 04:28:37.182437,
disp_001059,txn_0096457,cust_004257,unauthorized_transaction,resolved,2026-04-25 18:25:46.182437,
disp_001060,txn_0100019,cust_005967,account_compromised,open,2026-03-29 23:47:56.182437,
disp_001061,txn_0095182,cust_005658,unauthorized_transaction,resolved,2026-04-05 13:49:42.182437,
disp_001062,txn_0096071,cust_007094,unauthorized_transaction,open,2026-08-03 12:23:46.182437,
disp_001063,txn_0097592,cust_001992,did_not_receive_goods,resolved,2026-05-01 13:33:00.182437,
disp_001064,txn_0096033,cust_005676,unauthorized_transaction,resolved,2026-03-12 23:10:22.182437,
disp_001065,txn_0100362,cust_007101,unauthorized_transaction,resolved,2026-05-11 11:23:04.182437,
disp_001066,txn_0097533,cust_006170,unauthorized_transaction,resolved,2026-05-20 02:52:47.182437,
disp_001067,txn_0099313,cust_000482,unauthorized_transaction,resolved,2026-07-02 19:40:16.182437,
disp_001068,txn_0096314,cust_003359,account_compromised,resolved,2026-08-28 01:15:08.182437,
disp_001069,txn_0094446,cust_000297,did_not_receive_goods,open,2026-06-17 11:15:46.182437,
